data,day_of_week,n1,n2,n3,n4,n5,n6,star
2012-10-06,Saturday,13,40,41,56,82,87,74
2012-10-04,Thursday,21,25,47,62,79,87,37
2012-10-02,Tuesday,36,52,69,71,78,84,1
2012-09-29,Saturday,6,7,33,53,64,90,38
2012-09-27,Thursday,3,8,10,31,77,79,61
2012-09-25,Tuesday,21,23,33,46,61,76,10
2012-09-22,Saturday,1,28,29,68,84,85,27
2012-09-20,Thursday,10,17,50,65,75,86,57
2012-09-18,Tuesday,3,10,18,25,50,68,66
2012-09-15,Saturday,21,23,32,35,36,72,4
2012-09-13,Thursday,12,26,27,46,65,77,15
2012-09-11,Tuesday,8,33,42,44,48,89,43
2012-09-08,Saturday,5,13,31,42,43,73,60
2012-09-06,Thursday,16,29,39,49,59,64,18
2012-09-04,Tuesday,34,42,58,60,82,83,72
2012-09-01,Saturday,6,20,31,33,63,74,75
2012-08-30,Thursday,17,20,22,40,52,62,14
2012-08-28,Tuesday,15,27,30,34,75,80,70
2012-08-25,Saturday,7,38,66,67,71,88,43
2012-08-23,Thursday,5,27,36,40,46,64,4
2012-08-21,Tuesday,35,42,62,67,76,78,49
2012-08-18,Saturday,3,5,11,34,43,49,2
2012-08-16,Thursday,38,39,46,74,85,89,82
2012-08-14,Tuesday,19,22,23,28,41,74,61
2012-08-11,Saturday,4,11,13,42,54,75,82
2012-08-09,Thursday,19,30,32,39,47,71,35
2012-08-07,Tuesday,24,50,57,62,72,77,38
2012-08-04,Saturday,12,35,47,56,74,87,67
2012-08-02,Thursday,2,8,55,66,73,83,32
2012-07-31,Tuesday,29,82,83,84,87,89,13
2012-07-28,Saturday,9,17,67,68,80,81,1
2012-07-26,Thursday,11,18,30,59,76,77,5
2012-07-24,Tuesday,2,45,55,77,84,88,65
2012-07-21,Saturday,22,24,49,58,72,85,25
2012-07-19,Thursday,5,36,51,55,69,79,48
2012-07-17,Tuesday,8,28,35,53,57,61,36
2012-07-14,Saturday,27,38,70,75,78,82,69
2012-07-12,Thursday,40,42,54,66,77,86,39
2012-07-10,Tuesday,19,32,33,66,75,78,21
2012-07-07,Saturday,15,25,26,53,74,76,28
2012-07-05,Thursday,15,59,64,65,76,79,17
2012-07-03,Tuesday,2,12,17,60,63,78,61
2012-06-30,Saturday,17,20,21,39,44,89,75
2012-06-28,Thursday,6,20,25,42,57,80,49
2012-06-26,Tuesday,13,30,46,48,70,88,10
2012-06-23,Saturday,2,6,26,42,55,86,3
2012-06-21,Thursday,9,24,39,48,69,75,36
2012-06-19,Tuesday,52,62,65,77,87,90,13
2012-06-16,Saturday,1,9,37,69,71,83,48
2012-06-14,Thursday,3,13,39,40,49,75,24
2012-06-12,Tuesday,20,30,47,69,77,83,86
2012-06-09,Saturday,31,34,52,54,78,82,74
2012-06-07,Thursday,32,58,63,70,75,81,4
2012-06-05,Tuesday,15,29,38,44,67,74,63
2012-06-04,Monday,8,16,20,23,47,56,50
2012-05-31,Thursday,12,25,66,72,75,89,6
2012-05-29,Tuesday,38,39,42,49,55,81,2
2012-05-26,Saturday,3,33,51,55,73,84,47
2012-05-24,Thursday,10,29,32,43,56,90,71
2012-05-22,Tuesday,1,6,31,45,58,85,55
2012-05-19,Saturday,1,23,27,33,37,85,56
2012-05-17,Thursday,14,38,41,58,65,75,86
2012-05-15,Tuesday,5,38,56,76,77,89,71
2012-05-12,Saturday,10,45,58,66,83,85,51
2012-05-10,Thursday,6,16,30,53,60,71,86
2012-05-08,Tuesday,13,19,35,38,52,64,57
2012-05-05,Saturday,13,14,19,57,77,79,65
2012-05-03,Thursday,8,16,25,28,57,68,55
2012-05-02,Wednesday,9,22,61,67,84,85,6
2012-04-28,Saturday,6,11,34,51,59,82,75
2012-04-26,Thursday,19,61,62,65,85,89,67
2012-04-24,Tuesday,24,28,54,68,78,81,74
2012-04-21,Saturday,9,11,33,69,73,82,44
2012-04-19,Thursday,12,26,27,47,63,77,3
2012-04-17,Tuesday,6,28,39,46,60,78,57
2012-04-14,Saturday,5,22,24,36,85,86,29
2012-04-12,Thursday,15,25,34,54,70,88,33
2012-04-10,Tuesday,9,22,41,49,52,53,77
2012-04-07,Saturday,37,46,54,55,65,87,1
2012-04-05,Thursday,10,37,44,56,60,89,7
2012-04-03,Tuesday,11,34,55,63,87,89,6
2012-03-31,Saturday,11,23,38,47,57,83,61
2012-03-29,Thursday,11,45,50,54,57,62,18
2012-03-27,Tuesday,9,26,27,40,51,69,11
2012-03-24,Saturday,39,45,49,66,75,80,77
2012-03-22,Thursday,6,21,37,55,84,88,89
2012-03-20,Tuesday,21,39,44,49,65,87,54
2012-03-17,Saturday,12,23,54,68,84,89,86
2012-03-15,Thursday,1,13,14,34,67,83,61
2012-03-13,Tuesday,15,17,53,67,75,81,37
2012-03-10,Saturday,1,8,40,54,69,81,61
2012-03-08,Thursday,23,37,47,79,80,83,53
2012-03-06,Tuesday,31,42,49,51,68,79,70
2012-03-03,Saturday,16,19,31,46,69,74,62
2012-03-01,Thursday,6,14,19,26,51,53,83
2012-02-28,Tuesday,25,34,43,57,67,77,3
2012-02-25,Saturday,14,30,64,75,79,89,31
2012-02-23,Thursday,20,28,56,62,63,76,35
2012-02-21,Tuesday,28,29,30,39,75,87,65
2012-02-18,Saturday,8,21,39,56,74,81,19
2012-02-16,Thursday,5,21,23,41,74,84,81
2012-02-14,Tuesday,12,25,41,79,86,88,37
2012-02-11,Saturday,23,30,46,64,70,86,31
2012-02-09,Thursday,43,51,54,71,73,85,25
2012-02-07,Tuesday,27,30,69,75,81,83,68
2012-02-04,Saturday,1,17,30,43,67,82,2
2012-02-02,Thursday,25,37,43,50,58,60,89
2012-01-31,Tuesday,16,23,28,33,43,86,30
2012-01-28,Saturday,2,17,25,50,52,84,28
2012-01-26,Thursday,13,16,22,30,52,87,42
2012-01-24,Tuesday,27,32,55,68,72,75,84
2012-01-21,Saturday,12,19,33,38,62,80,84
2012-01-19,Thursday,24,41,44,56,73,90,60
2012-01-17,Tuesday,9,27,32,51,53,71,62
2012-01-14,Saturday,4,12,15,37,53,83,41
2012-01-12,Thursday,20,49,53,63,73,84,88
2012-01-10,Tuesday,14,22,27,28,34,66,69
2012-01-07,Saturday,7,15,60,72,77,90,13
2012-01-05,Thursday,10,11,12,24,56,71,38
2012-01-03,Tuesday,35,47,54,68,71,78,33
2011-12-31,Saturday,2,3,9,30,33,56,11
2011-12-29,Thursday,15,20,42,43,47,83,26
2011-12-27,Tuesday,6,9,21,24,30,47,87
2011-12-24,Saturday,16,41,46,53,86,87,24
2011-12-22,Thursday,36,37,44,62,75,90,61
2011-12-20,Tuesday,21,28,56,63,68,88,86
2011-12-17,Saturday,2,28,37,56,77,79,85
2011-12-15,Thursday,7,37,40,53,55,62,58
2011-12-13,Tuesday,10,26,31,36,72,85,61
2011-12-10,Saturday,28,31,48,56,72,78,65
2011-12-09,Friday,1,49,51,60,83,84,72
2011-12-06,Tuesday,1,4,10,24,55,90,60
2011-12-03,Saturday,7,13,16,42,67,68,83
2011-12-01,Thursday,4,10,29,41,54,74,14
2011-11-29,Tuesday,13,24,29,37,55,67,47
2011-11-26,Saturday,26,29,35,81,82,87,56
2011-11-24,Thursday,3,33,62,69,75,79,2
2011-11-22,Tuesday,11,16,17,25,61,72,18
2011-11-19,Saturday,13,24,52,53,88,90,1
2011-11-17,Thursday,12,25,30,33,38,84,47
2011-11-15,Tuesday,18,21,36,38,45,62,85
2011-11-12,Saturday,25,32,46,58,74,79,73
2011-11-10,Thursday,8,13,24,39,57,77,21
2011-11-08,Tuesday,23,52,71,74,78,86,54
2011-11-05,Saturday,23,44,46,59,74,80,67
2011-11-03,Thursday,52,55,65,75,79,81,88
2011-11-02,Wednesday,5,14,41,48,59,90,6
2011-10-29,Saturday,8,16,23,24,71,77,40
2011-10-27,Thursday,2,41,63,64,67,73,76
2011-10-25,Tuesday,13,21,24,39,44,60,66
2011-10-22,Saturday,9,15,22,56,61,86,24
2011-10-20,Thursday,7,11,21,34,69,88,76
2011-10-18,Tuesday,1,19,29,60,76,77,2
2011-10-15,Saturday,33,40,44,54,64,85,12
2011-10-13,Thursday,9,19,27,53,78,81,39
2011-10-11,Tuesday,23,36,41,43,83,90,17
2011-10-08,Saturday,1,26,45,58,66,88,34
2011-10-06,Thursday,5,8,11,47,56,63,87
2011-10-04,Tuesday,1,8,41,68,69,73,50
2011-10-01,Saturday,3,5,13,54,58,85,90
2011-09-29,Thursday,11,26,41,45,75,77,46
2011-09-27,Tuesday,18,28,35,52,57,75,83
2011-09-24,Saturday,4,23,56,71,76,78,73
2011-09-22,Thursday,4,6,27,37,45,58,84
2011-09-20,Tuesday,7,23,39,48,69,75,83
2011-09-17,Saturday,13,45,70,72,81,84,71
2011-09-15,Thursday,6,19,30,45,52,89,7
2011-09-13,Tuesday,61,64,74,75,80,87,38
2011-09-10,Saturday,2,8,9,29,53,75,83
2011-09-08,Thursday,20,45,61,67,80,88,16
2011-09-06,Tuesday,14,15,21,41,60,63,37
2011-09-03,Saturday,3,5,9,41,58,62,82
2011-09-01,Thursday,8,12,26,44,48,50,68
2011-08-30,Tuesday,12,23,32,35,52,55,75
2011-08-27,Saturday,9,43,50,51,57,83,27
2011-08-25,Thursday,18,38,39,45,57,90,69
2011-08-23,Tuesday,2,34,42,43,58,76,52
2011-08-20,Saturday,18,26,29,78,79,80,49
2011-08-18,Thursday,18,23,34,37,67,68,87
2011-08-16,Tuesday,2,6,27,29,38,55,26
2011-08-13,Saturday,14,31,37,49,74,78,76
2011-08-11,Thursday,8,17,51,60,63,79,22
2011-08-09,Tuesday,30,41,55,68,76,82,70
2011-08-06,Saturday,18,21,58,65,89,90,62
2011-08-04,Thursday,3,10,18,42,67,90,80
2011-08-02,Tuesday,1,5,32,49,69,72,89
2011-07-30,Saturday,9,33,36,54,60,86,28
2011-07-28,Thursday,21,23,25,65,67,78,40
2011-07-26,Tuesday,6,38,50,63,65,74,11
2011-07-23,Saturday,36,42,63,77,81,86,78
2011-07-21,Thursday,9,13,31,35,45,79,62
2011-07-19,Tuesday,35,43,56,58,71,90,40
2011-07-16,Saturday,17,20,38,51,53,74,5
2011-07-14,Thursday,21,35,51,68,81,90,13
2011-07-12,Tuesday,7,27,28,45,57,75,24
2011-07-09,Saturday,11,22,42,49,58,89,78
2011-07-07,Thursday,1,2,34,54,79,88,45
2011-07-05,Tuesday,2,6,7,51,57,71,10
2011-07-02,Saturday,6,9,11,19,45,51,69
2011-06-30,Thursday,7,20,35,37,57,70,42
2011-06-28,Tuesday,5,6,29,43,66,74,47
2011-06-25,Saturday,11,17,35,42,71,76,82
2011-06-23,Thursday,11,27,47,50,58,82,22
2011-06-21,Tuesday,2,41,62,75,79,87,3
2011-06-18,Saturday,19,22,25,67,74,89,1
2011-06-16,Thursday,18,48,57,59,84,87,6
2011-06-14,Tuesday,40,44,49,57,58,87,1
2011-06-11,Saturday,11,29,39,41,43,55,83
2011-06-09,Thursday,10,17,21,35,36,76,83
2011-06-07,Tuesday,5,20,44,51,54,90,63
2011-06-04,Saturday,21,44,46,49,58,67,88
2011-06-03,Friday,14,16,24,30,34,72,17
2011-05-31,Tuesday,1,10,62,69,78,85,30
2011-05-28,Saturday,15,16,79,80,84,88,83
2011-05-26,Thursday,20,24,31,38,54,72,27
2011-05-24,Tuesday,65,72,74,79,87,90,30
2011-05-21,Saturday,8,12,18,31,32,85,73
2011-05-19,Thursday,5,24,32,78,80,83,40
2011-05-17,Tuesday,28,41,55,69,79,82,35
2011-05-14,Saturday,2,21,22,56,70,81,44
2011-05-12,Thursday,1,3,6,21,85,90,58
2011-05-10,Tuesday,12,35,75,76,82,84,17
2011-05-07,Saturday,3,4,22,43,65,67,10
2011-05-05,Thursday,21,31,33,40,50,52,62
2011-05-03,Tuesday,30,40,51,52,54,74,72
2011-04-30,Saturday,15,29,36,48,74,83,45
2011-04-28,Thursday,38,42,45,69,86,90,63
2011-04-26,Tuesday,14,32,56,72,78,79,27
2011-04-23,Saturday,6,34,35,54,62,84,45
2011-04-21,Thursday,8,14,23,25,45,69,78
2011-04-19,Tuesday,9,12,21,34,64,67,1
2011-04-16,Saturday,9,17,29,37,49,68,70
2011-04-14,Thursday,24,26,43,71,79,80,7
2011-04-12,Tuesday,29,37,50,62,70,86,27
2011-04-09,Saturday,12,13,17,38,74,87,18
2011-04-07,Thursday,21,22,46,56,63,66,34
2011-04-05,Tuesday,5,30,31,55,57,70,84
2011-04-02,Saturday,8,14,20,36,45,85,26
2011-03-31,Thursday,3,25,43,55,72,80,85
2011-03-29,Tuesday,2,11,37,45,48,66,22
2011-03-26,Saturday,37,38,56,62,70,83,88
2011-03-24,Thursday,7,13,19,65,86,88,46
2011-03-22,Tuesday,2,32,49,52,54,80,90
2011-03-19,Saturday,10,21,43,47,58,85,2
2011-03-18,Friday,6,16,35,52,53,69,49
2011-03-15,Tuesday,6,25,62,80,85,86,57
2011-03-12,Saturday,22,26,42,44,58,83,59
2011-03-10,Thursday,7,14,21,47,58,71,43
2011-03-08,Tuesday,22,28,32,57,58,85,50
2011-03-05,Saturday,3,12,38,50,54,55,19
2011-03-03,Thursday,12,41,64,75,82,84,34
2011-03-01,Tuesday,9,32,42,55,71,90,86
2011-02-26,Saturday,16,18,20,26,32,35,8
2011-02-24,Thursday,2,25,50,63,76,85,77
2011-02-22,Tuesday,2,3,38,42,56,74,23
2011-02-19,Saturday,27,44,48,57,77,83,47
2011-02-17,Thursday,10,17,18,25,45,84,21
2011-02-15,Tuesday,25,40,63,78,82,85,88
2011-02-12,Saturday,1,3,19,23,61,78,36
2011-02-10,Thursday,1,47,54,81,84,89,22
2011-02-08,Tuesday,10,11,20,41,55,83,1
2011-02-05,Saturday,25,32,43,52,65,78,88
2011-02-03,Thursday,20,25,37,45,49,63,73
2011-02-01,Tuesday,22,30,43,62,70,71,50
2011-01-29,Saturday,11,35,58,64,68,72,26
2011-01-27,Thursday,1,11,27,45,49,61,80
2011-01-25,Tuesday,3,12,13,15,43,46,11
2011-01-22,Saturday,6,8,15,52,67,86,42
2011-01-20,Thursday,4,23,35,54,72,88,74
2011-01-18,Tuesday,10,50,55,61,87,90,26
2011-01-15,Saturday,5,8,37,77,79,90,9
2011-01-13,Thursday,15,17,34,59,83,86,23
2011-01-11,Tuesday,12,13,31,69,71,77,49
2011-01-08,Saturday,26,68,73,75,76,86,71
2011-01-07,Friday,14,25,44,54,78,89,66
2011-01-04,Tuesday,1,12,21,31,39,49,25
2011-01-03,Monday,4,7,12,20,74,89,76
2010-12-30,Thursday,5,29,35,39,41,45,46
2010-12-28,Tuesday,1,4,21,56,69,75,59
2010-12-27,Monday,4,39,62,67,69,78,65
2010-12-23,Thursday,5,12,16,44,71,75,21
2010-12-21,Tuesday,8,9,19,48,51,81,26
2010-12-18,Saturday,30,38,52,63,74,89,10
2010-12-16,Thursday,9,15,27,54,76,86,56
2010-12-14,Tuesday,3,17,48,76,77,90,83
2010-12-11,Saturday,3,17,35,52,69,83,68
2010-12-09,Thursday,12,32,54,60,89,90,71
2010-12-07,Tuesday,27,31,45,61,74,79,70
2010-12-04,Saturday,16,20,36,39,42,51,80
2010-12-02,Thursday,10,35,39,57,61,75,12
2010-11-30,Tuesday,19,20,32,64,87,89,69
2010-11-27,Saturday,21,38,41,43,52,77,5
2010-11-25,Thursday,5,14,48,52,57,90,61
2010-11-23,Tuesday,46,54,65,70,82,85,23
2010-11-20,Saturday,5,7,46,65,73,82,1
2010-11-18,Thursday,23,32,33,47,63,81,77
2010-11-16,Tuesday,26,38,40,66,76,81,33
2010-11-13,Saturday,2,34,45,47,54,74,48
2010-11-11,Thursday,28,49,50,54,66,68,77
2010-11-09,Tuesday,23,37,41,51,62,74,33
2010-11-06,Saturday,13,35,41,44,59,79,74
2010-11-04,Thursday,1,10,47,50,52,74,23
2010-11-02,Tuesday,31,39,53,56,68,90,66
2010-10-30,Saturday,4,26,40,54,55,67,41
2010-10-28,Thursday,16,29,32,53,61,72,88
2010-10-26,Tuesday,30,32,49,53,72,84,86
2010-10-23,Saturday,12,26,46,69,72,87,18
2010-10-21,Thursday,3,13,33,42,56,85,68
2010-10-19,Tuesday,31,49,54,57,80,88,22
2010-10-16,Saturday,16,31,41,61,65,77,25
2010-10-14,Thursday,9,15,19,38,48,77,75
2010-10-12,Tuesday,18,23,31,38,47,51,35
2010-10-09,Saturday,24,30,42,54,84,85,75
2010-10-07,Thursday,19,22,49,65,70,87,60
2010-10-05,Tuesday,17,38,42,50,68,86,62
2010-10-02,Saturday,9,16,31,43,49,83,61
2010-09-30,Thursday,6,24,55,67,70,75,19
2010-09-28,Tuesday,18,20,46,54,57,65,58
2010-09-25,Saturday,13,16,45,58,63,72,74
2010-09-23,Thursday,25,32,64,74,85,90,6
2010-09-21,Tuesday,46,49,61,69,74,82,66
2010-09-18,Saturday,4,23,24,35,77,79,17
2010-09-16,Thursday,5,49,71,83,85,88,74
2010-09-14,Tuesday,6,29,54,62,72,80,5
2010-09-11,Saturday,10,16,36,70,71,73,66
2010-09-09,Thursday,8,26,32,44,82,86,37
2010-09-07,Tuesday,3,7,48,67,87,90,31
2010-09-04,Saturday,13,54,56,67,82,90,25
2010-09-02,Thursday,18,30,40,64,88,89,69
2010-08-31,Tuesday,10,21,35,40,63,79,80
2010-08-28,Saturday,6,11,13,48,72,77,85
2010-08-26,Thursday,13,28,36,45,59,65,41
2010-08-24,Tuesday,50,53,66,69,70,90,51
2010-08-21,Saturday,14,59,64,75,80,83,42
2010-08-19,Thursday,9,17,37,51,70,78,56
2010-08-17,Tuesday,4,19,52,67,82,90,45
2010-08-14,Saturday,6,10,69,78,83,86,26
2010-08-12,Thursday,2,40,47,54,66,83,25
2010-08-10,Tuesday,1,10,17,31,58,80,40
2010-08-07,Saturday,1,7,19,65,67,74,87
2010-08-05,Thursday,11,17,47,57,79,86,70
2010-08-03,Tuesday,8,38,48,66,70,86,75
2010-07-31,Saturday,14,15,16,27,56,57,21
2010-07-29,Thursday,6,7,11,19,34,49,73
2010-07-27,Tuesday,37,47,69,75,86,88,6
2010-07-24,Saturday,37,47,51,54,78,82,26
2010-07-22,Thursday,30,37,41,45,47,57,82
2010-07-20,Tuesday,19,33,45,50,54,86,63
2010-07-17,Saturday,1,9,32,56,71,79,10
2010-07-15,Thursday,4,5,11,15,20,46,82
2010-07-13,Tuesday,9,20,33,48,55,84,10
2010-07-10,Saturday,10,25,34,79,85,86,15
2010-07-08,Thursday,23,25,43,50,51,61,30
2010-07-06,Tuesday,9,34,57,72,84,88,43
2010-07-03,Saturday,14,18,48,52,64,75,26
2010-07-01,Thursday,1,14,38,77,80,89,57
2010-06-29,Tuesday,1,13,18,41,68,84,64
2010-06-26,Saturday,9,28,33,38,50,55,47
2010-06-24,Thursday,12,18,49,51,66,69,50
2010-06-22,Tuesday,9,19,54,73,83,90,47
2010-06-19,Saturday,3,8,10,22,32,50,58
2010-06-17,Thursday,20,46,50,52,69,86,64
2010-06-15,Tuesday,48,54,64,75,79,87,27
2010-06-12,Saturday,16,27,43,46,62,85,52
2010-06-10,Thursday,16,19,48,51,65,85,40
2010-06-08,Tuesday,24,33,54,69,79,86,52
2010-06-05,Saturday,1,6,13,24,46,89,8
2010-06-03,Thursday,30,38,46,47,62,67,68
2010-06-01,Tuesday,3,15,46,67,75,78,5
2010-05-29,Saturday,22,68,75,83,85,89,10
2010-05-27,Thursday,9,39,49,64,65,72,52
2010-05-25,Tuesday,6,34,43,60,71,73,81
2010-05-22,Saturday,31,32,57,59,78,79,10
2010-05-20,Thursday,19,38,48,54,71,84,28
2010-05-18,Tuesday,50,55,57,62,78,83,23
2010-05-15,Saturday,22,32,34,70,78,90,61
2010-05-13,Thursday,19,29,37,46,64,75,70
2010-05-11,Tuesday,13,28,39,45,68,81,8
2010-05-08,Saturday,18,26,45,67,70,90,32
2010-05-06,Thursday,2,4,25,34,61,66,47
2010-05-04,Tuesday,5,15,23,39,43,49,29
2010-05-03,Monday,19,33,45,55,82,84,86
2010-04-29,Thursday,31,38,49,54,62,76,60
2010-04-27,Tuesday,4,26,28,59,61,68,60
2010-04-24,Saturday,6,7,45,46,67,85,31
2010-04-22,Thursday,6,25,29,44,68,74,76
2010-04-20,Tuesday,4,14,40,41,54,79,50
2010-04-17,Saturday,30,54,66,67,76,90,14
2010-04-15,Thursday,34,37,38,39,59,90,42
2010-04-13,Tuesday,33,42,46,55,69,90,83
2010-04-10,Saturday,6,31,58,64,74,82,33
2010-04-08,Thursday,7,29,36,50,56,75,25
2010-04-06,Tuesday,1,30,67,68,71,80,56
2010-04-03,Saturday,2,16,19,47,49,57,27
2010-04-01,Thursday,23,25,37,38,50,86,43
2010-03-30,Tuesday,8,30,64,69,80,88,35
2010-03-27,Saturday,44,45,58,65,66,85,16
2010-03-25,Thursday,6,50,67,69,77,88,32
2010-03-23,Tuesday,20,29,44,54,64,69,23
2010-03-20,Saturday,4,18,26,47,61,80,35
2010-03-18,Thursday,4,5,29,58,71,84,49
2010-03-16,Tuesday,6,15,21,27,49,85,66
2010-03-13,Saturday,8,9,11,14,79,90,82
2010-03-11,Thursday,7,8,25,46,65,78,74
2010-03-09,Tuesday,26,28,48,52,55,90,64
2010-03-06,Saturday,16,21,30,35,57,78,36
2010-03-04,Thursday,17,24,34,48,61,87,39
2010-03-02,Tuesday,4,5,18,35,40,90,38
2010-02-27,Saturday,13,43,47,55,67,70,82
2010-02-25,Thursday,1,64,67,68,79,90,59
2010-02-23,Tuesday,12,30,35,44,49,62,22
2010-02-20,Saturday,19,26,63,67,68,83,6
2010-02-18,Thursday,7,34,49,51,58,86,69
2010-02-16,Tuesday,46,48,63,68,83,85,13
2010-02-13,Saturday,1,14,26,49,71,89,40
2010-02-11,Thursday,4,19,32,58,73,87,29
2010-02-09,Tuesday,20,22,24,40,51,80,60
2010-02-06,Saturday,24,40,43,51,53,88,31
2010-02-04,Thursday,11,25,36,49,53,85,55
2010-02-02,Tuesday,8,26,32,40,62,88,87
2010-01-30,Saturday,4,17,52,55,56,67,26
2010-01-28,Thursday,21,23,25,27,36,84,80
2010-01-26,Tuesday,6,15,18,23,53,62,80
2010-01-23,Saturday,2,23,24,70,81,90,35
2010-01-21,Thursday,11,21,53,62,63,68,10
2010-01-19,Tuesday,5,18,55,59,65,74,53
2010-01-16,Saturday,14,18,32,33,46,88,35
2010-01-14,Thursday,4,24,47,66,74,77,81
2010-01-12,Tuesday,26,27,39,55,59,63,71
2010-01-09,Saturday,1,30,32,45,69,83,49
2010-01-07,Thursday,13,24,26,34,76,77,80
2010-01-05,Tuesday,44,48,49,68,86,87,62
2010-01-02,Saturday,10,23,47,63,70,81,19
2009-12-31,Thursday,40,41,45,51,52,79,31
2009-12-29,Tuesday,11,16,21,62,70,84,24
2009-12-28,Monday,34,36,61,62,78,88,55
2009-12-24,Thursday,5,25,37,52,62,79,11
2009-12-22,Tuesday,6,13,17,52,64,82,24
2009-12-19,Saturday,9,15,17,34,73,83,67
2009-12-17,Thursday,1,23,32,53,66,83,56
2009-12-15,Tuesday,1,4,48,53,61,85,82
2009-12-12,Saturday,10,16,40,55,66,77,36
2009-12-10,Thursday,33,36,39,50,65,70,55
2009-12-09,Wednesday,9,30,50,57,62,70,31
2009-12-05,Saturday,20,63,66,74,75,77,88
2009-12-03,Thursday,19,30,34,49,54,74,2
2009-12-01,Tuesday,21,25,36,51,82,90,61
2009-11-28,Saturday,3,42,52,67,78,86,57
2009-11-26,Thursday,26,31,32,50,61,77,55
2009-11-24,Tuesday,19,47,69,71,86,87,17
2009-11-21,Saturday,36,37,50,57,73,83,69
2009-11-19,Thursday,1,35,42,55,57,62,87
2009-11-17,Tuesday,16,25,28,30,39,51,9
2009-11-14,Saturday,15,27,31,40,63,82,53
2009-11-12,Thursday,37,43,49,66,73,88,10
2009-11-10,Tuesday,24,32,56,59,76,81,55
2009-11-07,Saturday,9,11,70,74,75,84,80
2009-11-05,Thursday,12,20,28,57,74,85,41
2009-11-03,Tuesday,22,35,44,66,71,88,76
2009-10-31,Saturday,13,16,41,49,58,76,47
2009-10-29,Thursday,29,37,42,52,54,59,79
2009-10-27,Tuesday,38,43,44,45,63,77,42
2009-10-24,Saturday,6,26,37,38,55,73,22
2009-10-22,Thursday,29,33,34,64,65,87,37
2009-10-20,Tuesday,41,47,49,55,77,90,22
2009-10-17,Saturday,8,24,45,47,72,84,78
2009-10-15,Thursday,3,29,51,55,73,81,83
2009-10-13,Tuesday,5,11,40,43,56,82,7
2009-10-10,Saturday,9,33,34,52,82,83,51
2009-10-08,Thursday,1,12,17,65,70,90,24
2009-10-06,Tuesday,23,24,49,69,70,72,88
2009-10-03,Saturday,28,38,59,60,71,83,54
2009-10-01,Thursday,4,19,34,52,68,77,63
2009-09-29,Tuesday,10,22,24,45,67,76,71
2009-09-26,Saturday,34,69,70,73,82,90,80
2009-09-24,Thursday,5,9,25,30,76,81,6
2009-09-22,Tuesday,17,40,50,73,74,82,19
2009-09-19,Saturday,4,8,20,21,44,80,77
2009-09-17,Thursday,19,32,34,63,74,89,55
2009-09-15,Tuesday,26,60,61,72,85,88,73
2009-09-12,Saturday,5,21,26,45,47,49,11
2009-09-10,Thursday,17,39,41,47,77,83,63
2009-09-08,Tuesday,6,13,41,71,75,86,58
2009-09-05,Saturday,15,31,39,49,64,85,56
2009-09-03,Thursday,18,54,56,58,62,66,32
2009-09-01,Tuesday,12,14,19,38,41,45,31
2009-08-29,Saturday,15,19,26,34,67,69,50
2009-08-27,Thursday,15,20,36,69,74,87,86
2009-08-25,Tuesday,4,5,22,48,53,86,41
2009-08-22,Saturday,10,11,27,45,79,88,42
2009-08-20,Thursday,2,16,38,67,70,84,4
2009-08-18,Tuesday,2,19,43,49,77,82,50
2009-08-17,Monday,4,10,27,28,34,57,71
2009-08-13,Thursday,11,29,56,63,88,90,22
2009-08-11,Tuesday,26,29,40,50,54,72,78
2009-08-08,Saturday,24,51,58,61,74,77,43
2009-08-06,Thursday,40,41,49,56,61,63,2
2009-08-04,Tuesday,4,8,51,72,74,88,85
2009-08-01,Saturday,17,21,23,31,33,37,79
2009-07-30,Thursday,2,68,77,81,83,84,19
2009-07-28,Tuesday,1,21,29,40,63,70,39
2009-07-25,Saturday,7,35,36,41,45,88,52
2009-07-23,Thursday,9,12,60,69,72,89,2
2009-07-21,Tuesday,27,32,40,49,75,82,5
2009-07-18,Saturday,4,32,34,56,61,82,81
2009-07-16,Thursday,6,35,38,48,58,76,26
2009-07-14,Tuesday,33,35,47,51,62,89,5
2009-07-11,Saturday,8,21,32,33,60,69,48
2009-07-09,Thursday,7,29,57,60,79,87,84
2009-07-07,Tuesday,41,44,55,56,68,79,40
2009-07-04,Saturday,6,35,53,67,75,89,2
2009-07-02,Thursday,12,13,38,46,47,72,5
2009-06-30,Tuesday,12,19,24,51,56,78,3
2009-06-27,Saturday,29,56,66,77,88,89,45
2009-06-25,Thursday,23,36,38,52,62,63,43
2009-06-23,Tuesday,2,3,37,38,58,59,24
2009-06-20,Saturday,1,7,38,58,62,78,79
2009-06-18,Thursday,15,27,31,52,74,77,54
2009-06-16,Tuesday,6,14,39,47,63,82,74
2009-06-13,Saturday,8,19,25,73,76,84,33
2009-06-11,Thursday,4,10,24,59,72,83,47
2009-06-09,Tuesday,14,17,39,47,58,85,61
2009-06-06,Saturday,8,14,16,18,56,60,69
2009-06-04,Thursday,7,57,60,67,69,90,14
2009-06-03,Wednesday,32,33,37,43,44,79,74
2009-05-30,Saturday,1,13,17,31,58,62,74
2009-05-28,Thursday,5,27,37,63,67,77,75
2009-05-26,Tuesday,6,33,35,64,66,77,85
2009-05-23,Saturday,9,25,29,43,48,54,65
2009-05-21,Thursday,11,14,17,24,39,48,64
